product_id,product_name,category,subcategory,cost_price
PROD_0394,Multi-Tiered Static Local Area Network,Books,Non-Fiction,84.94
PROD_0395,Future-Proofed Transitional Local Area Network,Clothing,Men,412.16
PROD_0396,Managed Solution-Oriented Focus Group,Clothing,Shoes,403.42
PROD_0397,Optional Cohesive Utilization,Electronics,Audio,217.81
PROD_0398,Realigned Bandwidth-Monitored Circuit,Clothing,Women,289.21
PROD_0399,Fully-Configurable Heuristic Open Architecture,Clothing,Men,372.74
PROD_0400,Centralized Coherent Frame,Books,Non-Fiction,491.92
PROD_0401,Versatile Executive Challenge,Home,Furniture,305.83
PROD_0402,Phased Optimal Projection,Clothing,Women,448.59
PROD_0403,Open-Source Systematic Artificial Intelligence,Home,Decor,222.45
PROD_0404,Extended Executive Toolset,Books,Non-Fiction,27.91
PROD_0405,Synergistic Asynchronous Attitude,Electronics,Audio,129.26
PROD_0406,Cross-Group Analyzing Open System,Electronics,Laptops,469.03
PROD_0407,Focused Tertiary Budgetary Management,Clothing,Shoes,274.3
PROD_0408,Future-Proofed High-Level Flexibility,Books,Fiction,200.99
PROD_0409,Quality-Focused Discrete Superstructure,Home,Bedding,360.51
PROD_0410,Robust Fresh-Thinking Migration,Books,Non-Fiction,300.1
PROD_0411,Virtual Client-Driven Definition,Books,Non-Fiction,443.61
PROD_0412,Persistent Real-Time Standardization,Electronics,Smartphones,302.33
PROD_0413,Ameliorated Mobile Conglomeration,Electronics,Accessories,369.49
PROD_0414,Fundamental Non-Volatile Instruction Set,Electronics,Accessories,268.31
PROD_0415,Networked Zero-Defect Data-Warehouse,Electronics,Audio,449.15
PROD_0416,Total Exuding Encoding,Clothing,Men,143.12
PROD_0417,Centralized Attitude-Oriented Frame,Books,Non-Fiction,142.91
PROD_0418,Public-Key Explicit Encryption,Clothing,Kids,178.77
PROD_0419,Team-Oriented Client-Driven Methodology,Home,Bedding,427.98
PROD_0420,Optimized 4Thgeneration Conglomeration,Books,Educational,144.55
PROD_0421,Phased Homogeneous Hardware,Home,Furniture,487.85
PROD_0422,Managed Uniform Leverage,Books,Comics,418.96
PROD_0423,Progressive Context-Sensitive Moderator,Books,Non-Fiction,359.94
PROD_0424,Operative Interactive Moratorium,Electronics,Audio,386.75
PROD_0425,Reverse-Engineered Context-Sensitive Portal,Books,Educational,362.65
PROD_0426,Inverse Content-Based Task-Force,Home,Bedding,174.19
PROD_0427,Networked Systemic Time-Frame,Books,Comics,333.75
PROD_0428,Re-Contextualized System-Worthy Productivity,Clothing,Women,194.76
PROD_0429,Self-Enabling 6Thgeneration Framework,Home,Bedding,308.94
PROD_0430,Horizontal User-Facing Task-Force,Electronics,Audio,421.28
PROD_0431,Devolved Analyzing Knowledgebase,Home,Furniture,350.71
PROD_0432,Persistent Demand-Driven Matrix,Books,Comics,87.16
PROD_0433,Expanded Human-Resource Focus Group,Home,Kitchen,342.71
PROD_0434,Robust Asynchronous Secured Line,Home,Furniture,293.67
PROD_0435,Operative Asynchronous Website,Clothing,Shoes,208.47
PROD_0436,Assimilated Zero Administration Superstructure,Home,Bedding,19.21
PROD_0437,Versatile Full-Range Matrices,Books,Fiction,208.73
PROD_0438,Progressive Bi-Directional Capacity,Home,Furniture,118.64
PROD_0439,Face-To-Face Eco-Centric Forecast,Books,Educational,291.87
PROD_0440,Innovative Clear-Thinking Challenge,Books,Educational,118.86
PROD_0441,Reactive 24Hour Attitude,Books,Fiction,339.18
PROD_0442,Optional Bottom-Line Success,Clothing,Shoes,139.31
PROD_0443,Customer-Focused Hybrid Function,Electronics,Audio,213.96
PROD_0444,Organized Foreground Synergy,Home,Bedding,390.04
PROD_0445,Open-Architected Demand-Driven Productivity,Electronics,Accessories,291.84
PROD_0446,Pre-Emptive Full-Range Software,Electronics,Smartphones,122.09
PROD_0447,Organic Impactful Artificial Intelligence,Books,Fiction,81.38
PROD_0448,Reverse-Engineered Directional Interface,Books,Educational,204.59
PROD_0449,Ameliorated Modular Definition,Home,Decor,425.57
PROD_0450,Multi-Tiered Real-Time Monitoring,Books,Comics,410.82
PROD_0451,User-Centric 3Rdgeneration Complexity,Home,Bedding,16.75
PROD_0452,Down-Sized Upward-Trending Structure,Clothing,Kids,290.55
PROD_0453,Realigned Exuding Emulation,Clothing,Men,473.81
PROD_0454,Synergized Even-Keeled Service-Desk,Books,Educational,246.21
PROD_0455,Optional Hybrid Protocol,Books,Fiction,371.31
PROD_0456,Phased Multi-Tasking Ability,Clothing,Women,424.03
PROD_0457,Business-Focused Next Generation Neural-Net,Electronics,Accessories,280.08
PROD_0458,Down-Sized Didactic Archive,Home,Bedding,373.56
PROD_0459,Profound 24Hour Methodology,Home,Decor,360.59
PROD_0460,Right-Sized Homogeneous Time-Frame,Home,Kitchen,413.81
PROD_0461,Diverse 4Thgeneration Matrices,Electronics,Accessories,99.11
PROD_0462,Fully-Configurable Fresh-Thinking Architecture,Clothing,Kids,181.62
PROD_0463,Organic Full-Range Open Architecture,Electronics,Accessories,11.15
PROD_0464,Synergized 4Thgeneration Complexity,Home,Furniture,133.6
PROD_0465,Reactive 6Thgeneration Process Improvement,Books,Comics,297.08
PROD_0466,Fundamental Coherent Data-Warehouse,Home,Bedding,185.87
PROD_0467,Balanced Eco-Centric Archive,Home,Furniture,468.02
PROD_0468,Advanced Upward-Trending Access,Electronics,Accessories,75.63
PROD_0469,Reactive Motivating Forecast,Clothing,Kids,474.68
PROD_0470,Function-Based Multi-Tasking Neural-Net,Books,Comics,308.08
PROD_0471,Streamlined Global Emulation,Electronics,Audio,191.05
PROD_0472,Seamless Real-Time Archive,Home,Kitchen,425.38
PROD_0473,Function-Based Systematic Matrices,Books,Non-Fiction,366.71
PROD_0474,Devolved Motivating Methodology,Books,Comics,300.14
PROD_0475,Operative Value-Added Migration,Home,Kitchen,231.59
PROD_0476,Sharable Static Middleware,Home,Decor,35.59
PROD_0477,Multi-Layered Encompassing Extranet,Home,Furniture,129.47
PROD_0478,Secured Multi-State Knowledge User,Clothing,Shoes,344.87
PROD_0479,Persistent Analyzing Hierarchy,Electronics,Accessories,123.14
PROD_0480,Future-Proofed Bi-Directional Definition,Electronics,Smartphones,427.33
PROD_0481,Vision-Oriented Disintermediate Array,Electronics,Audio,136.87
PROD_0482,Optimized Transitional Ability,Clothing,Shoes,122.2
PROD_0483,Reduced Fault-Tolerant Budgetary Management,Electronics,Accessories,352.42
PROD_0484,Switchable Full-Range Functionalities,Electronics,Smartphones,257.65
PROD_0485,De-Engineered Modular Model,Books,Non-Fiction,273.53
PROD_0486,Polarized Directional Info-Mediaries,Clothing,Men,145.74
PROD_0487,Synergistic Cohesive Hierarchy,Clothing,Women,408.11
PROD_0488,Enterprise-Wide Modular Installation,Home,Furniture,362.46
PROD_0489,Distributed Multi-Tasking Workforce,Books,Fiction,492.98
PROD_0490,Fully-Configurable Well-Modulated Circuit,Books,Educational,224.09
PROD_0491,Compatible High-Level Moderator,Clothing,Women,252.99
PROD_0492,Open-Architected Clear-Thinking Ability,Clothing,Men,296.72
PROD_0493,Polarized Real-Time Implementation,Books,Comics,251.55
PROD_0494,Streamlined Multimedia Definition,Books,Educational,298.04
PROD_0495,Reactive Regional Forecast,Clothing,Kids,462.82
PROD_0496,Optimized Scalable Capacity,Home,Furniture,319.5
PROD_0497,Reactive Clear-Thinking Forecast,Books,Fiction,231.93
PROD_0498,Sharable Systemic Architecture,Electronics,Accessories,445.49
PROD_0499,User-Centric Content-Based Orchestration,Home,Decor,212.27
PROD_0500,Open-Source Neutral Leverage,Books,Educational,273.63
PROD_0501,Customer-Focused Non-Volatile Hardware,Home,Kitchen,47.91
PROD_0502,Customizable Tangible Strategy,Electronics,Accessories,292.87
PROD_0503,Self-Enabling Non-Volatile Definition,Home,Furniture,380.41
PROD_0504,Right-Sized Disintermediate Process Improvement,Electronics,Smartphones,305.69
PROD_0505,Enterprise-Wide 4Thgeneration Strategy,Home,Furniture,23.36
PROD_0506,Up-Sized Tangible Infrastructure,Home,Decor,205.57
PROD_0507,Stand-Alone Heuristic Superstructure,Books,Non-Fiction,110.48
PROD_0508,Compatible Composite Focus Group,Books,Fiction,23.61
PROD_0509,Proactive System-Worthy Core,Home,Decor,248.07
PROD_0510,Managed Hybrid Forecast,Clothing,Men,94.33
PROD_0511,Extended Context-Sensitive Archive,Books,Comics,322.56
PROD_0512,Intuitive Bifurcated Circuit,Books,Fiction,138.65
PROD_0513,Up-Sized 24/7 Customer Loyalty,Clothing,Kids,184.08
PROD_0514,Multi-Lateral Zero-Defect Pricing Structure,Clothing,Shoes,239.37
PROD_0515,Synergized Value-Added Data-Warehouse,Books,Fiction,156.07
PROD_0516,Synchronized Interactive Superstructure,Home,Kitchen,316.05
PROD_0517,Synergistic Homogeneous Attitude,Books,Comics,364.99
PROD_0518,Programmable Encompassing Architecture,Electronics,Laptops,495.72
PROD_0519,Virtual Methodical Project,Books,Non-Fiction,85.16
PROD_0520,Diverse Web-Enabled Middleware,Clothing,Kids,371.7
PROD_0521,Automated Value-Added Service-Desk,Books,Fiction,13.15
PROD_0522,Ergonomic Empowering Extranet,Home,Bedding,164.8
PROD_0523,Cross-Platform Full-Range Contingency,Books,Comics,488.7
PROD_0524,Innovative Even-Keeled Superstructure,Clothing,Shoes,449.86
PROD_0525,Managed Regional Attitude,Clothing,Men,190.75
PROD_0526,Customer-Focused Bottom-Line Secured Line,Clothing,Shoes,141.52
PROD_0527,Digitized Incremental Adapter,Clothing,Shoes,12.46
PROD_0528,Innovative Next Generation Encryption,Clothing,Kids,343.95
PROD_0529,Intuitive 6Thgeneration Complexity,Home,Bedding,154.8
PROD_0530,Customizable Systematic Extranet,Clothing,Men,26.13
PROD_0531,Decentralized Uniform Process Improvement,Books,Comics,204.59
PROD_0532,Reactive Upward-Trending Extranet,Electronics,Accessories,427.89
PROD_0533,Quality-Focused Bifurcated Implementation,Books,Fiction,434.03
PROD_0534,Sharable Radical System Engine,Books,Comics,343.36
PROD_0535,Secured System-Worthy Neural-Net,Clothing,Kids,482.28
PROD_0536,Integrated Interactive Conglomeration,Home,Decor,75.64
PROD_0537,Versatile Discrete Protocol,Clothing,Men,229.69
PROD_0538,Synergistic Hybrid Strategy,Clothing,Men,393.47
PROD_0539,Enterprise-Wide Regional Task-Force,Home,Kitchen,98.09
PROD_0540,Up-Sized 3Rdgeneration Initiative,Home,Decor,209.48
PROD_0541,Total Well-Modulated Analyzer,Clothing,Men,49.17
PROD_0542,Implemented Attitude-Oriented Matrix,Clothing,Women,57.52
PROD_0543,Enhanced Global Encryption,Clothing,Men,310.14
PROD_0544,Switchable Upward-Trending Support,Electronics,Audio,373.19
PROD_0545,Universal Transitional Encoding,Books,Comics,450.22
PROD_0546,Advanced Static Hierarchy,Electronics,Accessories,261.93
PROD_0547,Configurable Bottom-Line Archive,Clothing,Shoes,393.47
PROD_0548,Monitored 24/7 Forecast,Electronics,Smartphones,440.7
PROD_0549,Ergonomic Real-Time Instruction Set,Electronics,Accessories,246.84
PROD_0550,Up-Sized Methodical Neural-Net,Books,Fiction,152.59
PROD_0551,Managed Zero Tolerance Parallelism,Home,Bedding,464.29
PROD_0552,Ergonomic Holistic Graphical User Interface,Electronics,Laptops,326.24
PROD_0553,De-Engineered Holistic Extranet,Clothing,Women,322.99
PROD_0554,Distributed User-Facing Matrix,Clothing,Men,458.87
PROD_0555,Vision-Oriented Executive Adapter,Books,Non-Fiction,44.81
PROD_0556,Face-To-Face Methodical Leverage,Books,Educational,88.28
PROD_0557,Object-Based Mobile Benchmark,Home,Bedding,188.22
PROD_0558,Operative Transitional Portal,Electronics,Laptops,372.0
PROD_0559,Switchable Bifurcated Task-Force,Clothing,Men,316.73
PROD_0560,Quality-Focused Mission-Critical Framework,Clothing,Kids,43.86
PROD_0561,Front-Line Context-Sensitive Analyzer,Clothing,Women,440.73
PROD_0562,Re-Engineered Methodical Core,Electronics,Accessories,383.19
PROD_0563,Ameliorated Bi-Directional Protocol,Electronics,Audio,230.02
PROD_0564,Secured Local Middleware,Clothing,Kids,173.04
PROD_0565,Progressive Modular Instruction Set,Electronics,Smartphones,378.66
PROD_0566,Managed Eco-Centric Array,Electronics,Audio,208.51
PROD_0567,User-Centric Client-Server Intranet,Electronics,Laptops,280.94
PROD_0568,Multi-Channeled Even-Keeled Open System,Home,Kitchen,265.85
PROD_0569,Front-Line Dynamic Matrices,Books,Non-Fiction,427.3
PROD_0570,Intuitive Object-Oriented Interface,Home,Kitchen,325.32
PROD_0571,Adaptive Optimizing Alliance,Home,Furniture,106.56
PROD_0572,Assimilated Tangible Focus Group,Books,Comics,261.45
PROD_0573,Mandatory Directional Parallelism,Books,Educational,327.0
PROD_0574,User-Centric Background Neural-Net,Books,Comics,267.8
PROD_0575,Grass-Roots Background Database,Clothing,Men,107.12
PROD_0576,Optimized Bandwidth-Monitored Project,Books,Fiction,45.2
PROD_0577,Realigned Contextually-Based Architecture,Clothing,Women,50.38
PROD_0578,Cross-Platform Static Graphic Interface,Books,Non-Fiction,304.71
PROD_0579,Persistent Empowering Benchmark,Home,Furniture,128.45
PROD_0580,Networked Well-Modulated Data-Warehouse,Books,Comics,51.39
PROD_0581,Customizable Intangible Emulation,Electronics,Accessories,435.23
PROD_0582,Sharable Bifurcated Project,Books,Educational,120.38
PROD_0583,Quality-Focused 3Rdgeneration Array,Electronics,Laptops,5.47
PROD_0584,Up-Sized Full-Range Knowledge User,Clothing,Kids,203.71
PROD_0585,Organic Neutral Collaboration,Electronics,Accessories,70.19
PROD_0586,Visionary 6Thgeneration Archive,Home,Furniture,279.96
PROD_0587,Profit-Focused 4Thgeneration Function,Books,Comics,213.28
PROD_0588,Synergistic Tangible Matrices,Home,Furniture,430.6
PROD_0589,Re-Engineered Next Generation Implementation,Clothing,Men,49.19
PROD_0590,Cloned Full-Range Customer Loyalty,Electronics,Smartphones,78.97
PROD_0591,Progressive Local Model,Clothing,Shoes,240.28
PROD_0592,Distributed Bi-Directional Definition,Books,Fiction,47.15
PROD_0593,Multi-Layered 24Hour Neural-Net,Books,Educational,270.5
PROD_0594,Advanced Holistic Artificial Intelligence,Electronics,Accessories,348.08
PROD_0595,Reduced Impactful Array,Clothing,Men,194.92
PROD_0596,Extended Hybrid Strategy,Home,Furniture,131.76
PROD_0597,De-Engineered User-Facing Solution,Books,Non-Fiction,175.89
PROD_0598,Persevering 24Hour Open System,Electronics,Laptops,272.17
PROD_0599,Enhanced Leadingedge Model,Home,Bedding,174.06
PROD_0600,Customizable Heuristic Matrix,Electronics,Smartphones,254.58
